,inputs,preds,golds
351,modern2poem: 我 的 家 临 近 九 江 边 ， 来 来 往 往 都 在 九 江 附 近 。,generated:,"家 临 九 江 水 ， 来 去 九 江 侧 。
"
352,modern2poem: 当 年 象 后 羿 飞 箭 射 雀 无 目 ， 如 今 不 操 弓 疡 瘤 生 于 左 肘 。,generated:,"昔 时 飞 箭 无 全 目 ， 今 日 垂 杨 生 左 肘 。
"
353,modern2poem: 一 车 的 炭 ， 一 千 多 斤 ， 太 监 差 役 们 硬 是 要 赶 着 走 ， 老 翁 是 百 般 不 舍 ， 但 又 无 可 奈 何 。,generated:,"一 车 炭 ， 千 余 斤 ， 宫 使 驱 将 惜 不 得 。
"
354,modern2poem: 井 畔 梧 桐 在 秋 夜 的 风 中 抖 动 ， 只 有 蜡 烛 残 光 照 着 孤 单 的 我 。,generated:,"清 秋 幕 府 井 梧 寒 ， 独 宿 江 城 蜡 炬 残 。
"
355,modern2poem: 柏 树 高 耸 云 雾 飘 来 气 接 巫 峡 ，,generated:,"云 来 气 接 巫 峡 长 ，
"
356,modern2poem: 因 为 看 到 月 亮 而 有 所 感 触 ，,generated:,"因 望 月 有 感 ，
"
357,modern2poem: 人 生 自 古 以 来 有 谁 能 够 长 生 不 死 ？,generated:,"人 生 自 古 谁 无 死 ？
"
358,modern2poem: 常 使 骅 骝 好 马 的 生 气 凋 敝 失 丧 。,generated:,"忍 使 骅 骝 气 凋 丧 。
"
359,modern2poem: 回 来 一 看 池 苑 的 地 方 依 旧 ， 太 液 池 边 芙 蓉 仍 在 未 央 宫 中 垂 柳 未 改 。,generated:,"归 来 池 苑 皆 依 旧 ， 太 液 芙 蓉 未 央 柳 。
"
360,modern2poem: 云 梦 大 泽 水 气 蒸 腾 白 白 茫 茫 ，,generated:,"气 蒸 云 梦 泽 ，
"
361,modern2poem: 走 出 齐 鲁 ， 依 然 可 见 那 青 青 的 峰 顶 。,generated:,"齐 鲁 青 未 了 。
"
362,modern2poem: 足 可 以 把 身 心 和 耳 目 荡 涤 。,generated:,"自 足 荡 心 耳 。
"
363,modern2poem: 想 带 着 一 瓢 酒 去 看 你 ，,generated:诗歌 想 携 酒 去 看 你,"欲 持 一 瓢 酒 ，
"
364,modern2poem: 千 里 迢 迢 可 否 共 赏 醉 人 婵 娟 ？ 微 风 吹 拂 着 清 香 四 溢 的 兰 杜 。,generated:,"千 里 共 如 何 ， 微 风 吹 兰 杜 。
"
365,modern2poem: 你 从 哪 里 得 来 这 拓 本 的 底 稿 ？ 丝 毫 都 很 完 备 一 点 也 无 差 错 。,generated:,"公 从 何 处 得 纸 本 ， 毫 发 尽 备 无 差 讹 。
"
366,modern2poem: 都 是 为 了 和 猃 狁 打 仗 。,generated:,"猃 狁 之 故 。
"
367,modern2poem: 虢 国 夫 人 受 到 皇 上 的 宠 恩 ，,generated:,"虢 国 夫 人 承 主 恩 ，
"
368,modern2poem: 玄 宗 返 回 长 安 杨 贵 妃 早 已 死 ，,generated:,"玄 宗 回 马 杨 妃 死 ，
"
369,modern2poem: 春 风 吹 开 桃 李 花 物 是 人 非 不 胜 悲 ，,generated:,"春 风 桃 李 花 开 日 ，
"
370,modern2poem: 边 疆 无 数 士 兵 流 血 形 成 了 海 水 ，,generated:,"边 庭 流 血 成 海 水 ，
"
371,modern2poem: 敬 告 大 家 我 要 归 隐 云 山 。,generated:,"敢 告 云 山 从 此 始 。
"
372,modern2poem: 贾 谊 被 贬 在 此 地 居 住 三 年 ， 可 悲 遭 遇 千 万 代 令 人 伤 情 。,generated:,"三 年 谪 宦 此 栖 迟 ， 万 古 惟 留 楚 客 悲 。
"
373,modern2poem: 千 里 飞 蓬 也 飘 出 汉 塞 ，,generated:,"征 蓬 出 汉 塞 ，
"
374,modern2poem: 竹 子 抓 住 青 山 一 点 也 不 放 松 ， 它 的 根 牢 牢 地 扎 在 岩 石 缝 中 。,generated:,"咬 定 青 山 不 放 松 ， 立 根 原 在 破 岩 中 。
"
375,modern2poem: 灾 祸 容 易 身 边 降 。,generated:,"祸 亦 易 来 。
"
376,modern2poem: 什 么 时 候 能 够 再 举 杯 共 饮 ， 昨 天 夜 里 我 们 还 在 月 色 中 同 行 。,generated:,"几 时 杯 重 把 ， 昨 夜 月 同 行 。
"
377,modern2poem: 欲 走 还 留 之 间 ， 各 自 畅 饮 悲 欢 。,generated:,"请 君 试 问 东 流 水 ， 别 意 与 之 谁 短 长 。
"
378,modern2poem: 癸 卯 年 ， 西 原 贼 人 攻 入 道 州 城 ， 焚 烧 杀 戮 掠 夺 ， 几 乎 扫 光 全 城 才 走 。,generated:,"癸 卯 岁 ， 西 原 贼 入 道 州 ， 焚 烧 杀 掠 ， 几 尽 而 去 。
"
379,modern2poem: 隔 水 询 问 那 樵 夫 可 否 方 便 ？,generated:,"隔 水 问 樵 夫 。
"
380,modern2poem: 天 空 黑 暗 ， 大 风 卷 着 江 湖 上 的 雨 ， 四 周 的 山 上 哗 哗 大 雨 像 巨 浪 翻 滚 之 声 。,generated:,"风 卷 江 湖 雨 暗 村 ， 四 山 声 作 海 涛 翻 。
"
381,modern2poem: 生 时 应 当 做 人 中 豪 杰 ，,generated:,"生 当 作 人 杰 ，
"
382,modern2poem: 洲 上 的 白 沙 和 月 色 融 合 在 一 起 看 不 分 明 。,generated:,"汀 上 白 沙 看 不 见 。
"
383,modern2poem: 我 给 你 们 唱 一 首 歌 ， 请 你 们 为 我 倾 耳 细 听 。,generated:,"与 君 歌 一 曲 ， 请 君 为 我 倾 耳 听 。
"
384,modern2poem: 大 雪 纷 纷 满 天 飞 。,generated:,"雨 雪 霏 霏 。
"
385,modern2poem: 临 颍 美 人 李 十 二 娘 ， 在 白 帝 城 表 演 ， 她 和 此 曲 起 舞 ， 精 妙 无 比 神 采 飞 扬 。,generated:,"临 颍 美 人 在 白 帝 ， 妙 舞 此 曲 神 扬 扬 。
"
386,modern2poem: 千 里 飞 蓬 也 飘 出 汉 塞 ， 北 归 大 雁 正 翱 翔 云 天 。,generated:,"征 蓬 出 汉 塞 ， 归 雁 入 胡 天 。
"
387,modern2poem: 宦 官 骑 马 飞 驰 不 敢 扬 起 灰 尘 ， 御 厨 络 绎 不 绝 送 来 海 味 山 珍 。,generated:,"黄 门 飞 鞚 不 动 尘 ， 御 厨 络 绎 送 八 珍 。
"
388,modern2poem: 我 看 自 古 以 来 的 贤 达 之 人 ，,generated:,"吾 观 自 古 贤 达 人 ，
"
389,modern2poem: 从 绣 饰 华 美 的 帐 子 里 惊 醒 。,generated:,"九 华 帐 里 梦 魂 惊 。
"
390,modern2poem: 关 在 这 里 的 人 多 ， 拥 挤 杂 乱 ， 到 处 散 发 着 腥 臊 汗 臭 ， 这 时 屋 子 里 都 是 人 气 ；,generated:,"骈 肩 杂 遝 ， 腥 臊 汗 垢 ， 时 则 为 人 气 ；
"
391,modern2poem: 走 近 一 听 水 却 没 有 声 音 。,generated:,"近 听 水 无 声 。
"
392,modern2poem: 夜 里 有 差 役 来 强 征 兵 。,generated:,"有 吏 夜 捉 人 。
"
393,modern2poem: 但 是 位 高 孤 傲 必 定 多 招 烈 风 。,generated:,"冥 冥 孤 高 多 烈 风 。
"
394,modern2poem: 偶 然 在 林 间 遇 见 个 把 乡 村 父 老 ，,generated:,"偶 然 值 林 叟 ，
"
395,modern2poem: 衡 阳 的 归 雁 会 为 我 捎 来 回 书 。,generated:,"衡 阳 归 雁 几 封 书 。
"
396,modern2poem: 古 台 破 败 草 木 已 经 凋 落 ，,generated:,"古 台 摇 落 后 ，
"
397,modern2poem: 缀 饰 的 美 玉 悬 荡 在 我 眼 前 。,generated:,"尚 之 以 琼 华 乎 而 。
"
398,modern2poem: 热 泪 湿 双 袖 还 不 断 流 淌 。,generated:,"双 袖 龙 钟 泪 不 干 。
"
399,modern2poem: 溪 柴 烧 的 小 火 和 裹 在 身 上 的 毛 毡 都 很 暖 和 ，,generated:,"溪 柴 火 软 蛮 毡 暖 ，
"
400,modern2poem: 任 凭 长 年 雨 打 日 晒 野 火 焚 烧 ， 仗 着 鬼 神 守 护 石 鼓 永 不 湮 没 。,generated:,"雨 淋 日 灸 野 火 燎 ， 鬼 物 守 护 烦 撝 呵 。
"
401,modern2poem: 所 以 来 与 你 决 裂 。,generated:,"故 来 相 决 绝 。
"
402,modern2poem: 春 天 过 去 ， 可 是 依 旧 有 许 多 花 草 争 奇 斗 艳 ， 人 走 近 ， 可 是 鸟 却 依 然 没 有 被 惊 动 。,generated:,"春 去 花 还 在 ， 人 来 鸟 不 惊 。
"
403,modern2poem: 你 北 方 的 住 处 像 春 天 般 遥 远 ； 我 在 南 陵 嫌 送 信 人 来 得 太 迟 。,generated:,"北 斗 兼 春 远 ， 南 陵 寓 使 迟 。
"
404,modern2poem: 为 你 取 名 叫 做 俨 ， 为 你 取 字 叫 求 思 。,generated:,"名 汝 曰 俨 ， 字 汝 求 思 。
"
405,modern2poem: 辽 东 少 妇 年 方 十 五 ，,generated:,"辽 东 小 妇 年 十 五 ，
"
406,modern2poem: 出 征 士 兵 弓 箭 各 自 佩 在 腰 。,generated:,"行 人 弓 箭 各 在 腰 。
"
407,modern2poem: 伤 时 感 世 的 诗 人 至 今 未 回 还 。,generated:,"词 客 哀 时 且 未 还 。
"
408,modern2poem: 偶 与 他 谈 笑 聊 天 每 每 忘 了 还 家 。,generated:,"谈 笑 无 还 期 。
"
409,modern2poem: 安 然 地 修 禅 抑 制 心 中 毒 龙 。,generated:,"安 禅 制 毒 龙 。
"
410,modern2poem: 我 的 书 信 不 知 何 时 你 能 收 到 ？ 只 恐 江 湖 险 恶 ， 秋 水 多 风 浪 。,generated:,"鸿 雁 几 时 到 ， 江 湖 秋 水 多 。
"
411,modern2poem: 夜 露 沾 湿 了 我 的 衣 。,generated:,"夕 露 沾 我 衣 。
"
412,modern2poem: 就 像 今 年 冬 天 ， 还 没 有 停 止 征 调 函 谷 关 以 西 的 士 兵 。,generated:,"且 如 今 年 冬 ， 未 休 关 西 卒 。
"
413,modern2poem: 只 有 黯 然 的 春 愁 让 我 孤 枕 难 眠 。,generated:,"春 愁 黯 黯 独 成 眠 。
"
414,modern2poem: 幸 福 不 会 凭 空 至 ， 灾 祸 容 易 身 边 降 。,generated:,"福 不 虚 至 ， 祸 亦 易 来 。
"
415,modern2poem: 我 有 一 种 气 ，,generated:“我有一种气息。,"吾 气 有 一 ，
"
416,modern2poem: 天 上 万 里 黄 云 变 动 着 风 色 ， 江 流 波 涛 九 道 如 雪 山 奔 淌 。,generated:,"黄 云 万 里 动 风 色 ， 白 波 九 道 流 雪 山 。
"
417,modern2poem: 我 的 家 临 近 九 江 边 ，,generated:,"家 临 九 江 水 ，
"
418,modern2poem: 幽 怨 的 琴 声 在 长 夜 中 回 荡 ， 弦 音 悲 切 ， 似 有 凄 风 苦 雨 缭 绕 。,generated:,"清 瑟 怨 遥 夜 ， 绕 弦 风 雨 哀 。
"
419,modern2poem: 那 立 着 高 高 桅 杆 的 小 船 在 夜 里 孤 零 地 停 泊 着 。,generated:,"危 樯 独 夜 舟 。
"
420,modern2poem: 望 着 你 的 小 船 驶 向 茫 茫 云 水 ， 频 频 挥 手 惜 别 泪 水 沾 湿 佩 巾 。,generated:,"望 君 烟 水 阔 ， 挥 手 泪 沾 巾 。
"
421,modern2poem: 怎 么 能 在 人 间 居 住 。,generated:,"岂 向 人 间 住 。
"
422,modern2poem: 邓 攸 没 有 后 代 是 命 运 的 安 排 ，,generated:,"邓 攸 无 子 寻 知 命 ，
"
423,modern2poem: 一 生 当 中 疾 病 缠 身 今 日 独 上 高 台 。,generated:,"百 年 多 病 独 登 台 。
"
424,modern2poem: 傍 晚 时 心 情 不 快 ，,generated:,"向 晚 意 不 适 ，
"
425,modern2poem: 牢 房 内 闪 着 点 点 鬼 火 一 片 静 谧 ，,generated:,"阴 房 阗 鬼 火 ，
"
426,modern2poem: 你 从 哪 里 得 来 这 拓 本 的 底 稿 ？,generated:,"公 从 何 处 得 纸 本 ，
"
427,modern2poem: 王 羲 之 书 法 时 俗 趁 机 显 秀 媚 ， 书 写 数 张 还 可 换 回 一 群 白 鹅 。,generated:,"羲 之 俗 书 趁 姿 媚 ， 数 纸 尚 可 博 白 鹅 。
"
428,modern2poem: 仓 库 里 储 藏 了 很 多 腐 烂 的 粮 食 ， 阵 阵 霉 味 逼 人 ， 这 时 屋 子 里 都 是 霉 烂 的 米 气 ；,generated:,"仓 腐 寄 顿 ， 陈 陈 逼 人 ， 时 则 为 米 气 ；
"
429,modern2poem: 心 绪 纷 乱 不 止 啊 能 结 识 王 子 。,generated:,"心 几 烦 而 不 绝 兮 ， 得 知 王 子 。
"
430,modern2poem: 在 世 上 活 着 贵 在 韬 光 养 晦 ， 为 什 么 要 隐 居 清 高 自 比 云 月 ？ 我 看 自 古 以 来 的 贤 达 之 人 ， 功 绩 告 成 之 后 不 自 行 隐 退 都 死 于 非 命 。,generated:,"含 光 混 世 贵 无 名 ， 何 用 孤 高 比 云 月 ？ 吾 观 自 古 贤 达 人 ， 功 成 不 退 皆 殒 身 。
"
431,modern2poem: 您 难 道 不 曾 看 见 吗 ？ 那 辽 阔 的 走 马 川 紧 靠 着 雪 海 边 缘 ， 茫 茫 无 边 的 黄 沙 连 接 云 天 。,generated:,"君 不 见 走 马 川 行 雪 海 边 ， 平 沙 莽 莽 黄 入 天 。
"
432,modern2poem: 来 观 赏 那 苍 茫 的 海 。,generated:,"以 观 沧 海 。
"
433,modern2poem: 今 夜 又 是 一 个 什 么 吉 日 良 辰 ， 让 我 们 共 同 在 这 烛 光 下 叙 谈 。,generated:,"今 夕 复 何 夕 ， 共 此 灯 烛 光 。
"
434,modern2poem: 那 美 丽 贤 淑 的 女 子 ， 是 君 子 的 好 配 偶 。,generated:,"窈 窕 淑 女 ， 君 子 好 逑 。
"
435,modern2poem: 一 座 高 桥 隔 着 云 烟 出 现 ，,generated:,"隐 隐 飞 桥 隔 野 烟 ，
"
436,modern2poem: 嘹 亮 的 歌 声 在 林 中 回 荡 。,generated:,"歌 声 振 林 樾 。
"
437,modern2poem: 将 士 何 须 哀 怨 那 柳 树 不 发 芽 ， 春 风 根 本 吹 不 到 玉 门 关 外 。,generated:,"羌 笛 何 须 怨 杨 柳 ， 春 风 不 度 玉 门 关 。
"
438,modern2poem: 遥 望 美 丽 洞 庭 的 湖 光 山 色 。,generated:,"潭 面 无 风 镜 未 磨 。
"
439,modern2poem: 无 边 无 际 的 树 木 萧 萧 地 飘 下 落 叶 ，,generated:,"无 边 落 木 萧 萧 下 ，
"
440,modern2poem: 主 帅 帐 中 摆 酒 为 归 客 饯 行 ，,generated:,"中 军 置 酒 饮 归 客 ，
"
441,modern2poem: 霜 蹄 骏 马 蹴 踏 在 长 楸 大 道 间 ，,generated:,"霜 蹄 蹴 踏 长 楸 间 ，
"
442,modern2poem: 眼 前 分 明 浮 现 复 道 蒙 恩 受 宠 时 。,generated:,"分 明 复 道 奉 恩 时 。
"
443,modern2poem: 千 百 年 来 只 看 见 悠 悠 的 白 云 。,generated:,"白 云 千 载 空 悠 悠 。
"
444,modern2poem: 聚 首 如 胶 似 漆 作 别 却 象 无 情 ；,generated:,"多 情 却 似 总 无 情 ，
"
445,modern2poem: 俯 视 江 畔 的 沙 洲 好 比 是 弯 月 。,generated:,"江 畔 洲 如 月 。
"
446,modern2poem: 巫 峡 猿 猴 悲 啼 令 人 伤 心 流 泪 ，,generated:,"巫 峡 啼 猿 数 行 泪 ，
"
447,modern2poem: 没 有 听 完 热 泪 就 纷 纷 下 落 。,generated:,"不 能 听 终 泪 如 雨 。
"
448,modern2poem: 烟 霭 中 鸟 儿 刚 归 巢 安 息 。,generated:,"烟 鸟 栖 初 定 。
"
449,modern2poem: 乐 人 就 像 独 行 于 暴 风 之 中 。,generated:,"长 飙 风 中 自 来 往 。
"
450,modern2poem: 瑟 瑟 的 秋 风 吹 动 梧 桐 树 叶 ， 送 来 阵 阵 寒 意 ， 江 上 吹 来 秋 风 ， 使 出 门 在 外 的 我 不 禁 思 念 起 自 己 的 家 乡 。,generated:,"萧 萧 梧 叶 送 寒 声 ， 江 上 秋 风 动 客 情 。
"
451,modern2poem: 迎 面 飞 舞 而 来 的 花 瓣 呢 。,generated:,"对 面 即 飞 花 。
"
452,modern2poem: 何 处 去 寻 找 武 侯 诸 葛 亮 的 祠 堂 ？,generated:,"丞 相 祠 堂 何 处 寻 ，
"
453,modern2poem: 不 要 买 下 沃 洲 山 ，,generated:,"莫 买 沃 洲 山 ，
"
454,modern2poem: 驾 车 马 徐 徐 而 去 从 容 悠 闲 。,generated:,"车 马 去 闲 闲 。
"
455,modern2poem: 有 位 卖 炭 的 老 翁 ， 整 年 在 南 山 里 砍 柴 烧 炭 。,generated:,"卖 炭 翁 ， 伐 薪 烧 炭 南 山 中 。
"
456,modern2poem: 树 叶 芳 香 曾 经 招 来 往 宿 鸾 凤 。,generated:,"香 叶 终 经 宿 鸾 凤 。
"
457,modern2poem: 早 晨 跟 着 天 子 的 仪 仗 入 朝 ， 晚 上 身 染 御 炉 的 香 气 回 归 。,generated:,"晓 随 天 仗 入 ， 暮 惹 御 香 归 。
"
458,modern2poem: 有 时 独 自 将 天 上 孤 云 眺 望 。,generated:,"有 时 空 望 孤 云 高 。
"
459,modern2poem: 吹 着 箫 打 起 鼓 春 社 的 日 子 已 经 接 近 ，,generated:,"箫 鼓 追 随 春 社 近 ，
"
460,modern2poem: 进 入 黄 花 川 游 览 ，,generated:,"言 入 黄 花 川 ，
"
461,modern2poem: 好 比 晨 露 转 瞬 即 逝 ，,generated:,"譬 如 朝 露 ，
"
462,modern2poem: 月 光 如 水 映 照 江 畔 一 叶 孤 舟 。,generated:,"月 照 一 孤 舟 。
"
463,modern2poem: 四 更 天 初 至 时 ， 北 风 带 来 一 场 大 雪 ； 这 上 天 赐 给 我 们 的 瑞 雪 正 好 在 除 夕 之 夜 到 来 ， 兆 示 着 来 年 的 丰 收 。,generated:,"北 风 吹 雪 四 更 初 ， 嘉 瑞 天 教 及 岁 除 。
"
464,modern2poem: 忧 心 如 焚 ， 饥 渴 交 加 实 在 难 忍 。,generated:,"忧 心 烈 烈 ， 载 饥 载 渴 。
"
465,modern2poem: 还 没 有 停 止 征 调 函 谷 关 以 西 的 士 兵 。,generated:,"未 休 关 西 卒 。
"
466,modern2poem: 道 路 泥 泞 难 行 走 ， 又 饥 又 渴 真 劳 累 。,generated:,"行 道 迟 迟 ， 载 渴 载 饥 。
"
467,modern2poem: 我 的 朋 友 在 凤 翔 府 任 职 从 事 ， 曾 经 为 我 设 计 挖 掘 石 鼓 坑 窝 。,generated:,"故 人 从 军 在 右 辅 ， 为 我 度 量 掘 臼 科 。
"
468,modern2poem: 远 看 天 边 的 树 林 活 象 是 荠 菜 ， 俯 视 江 畔 的 沙 洲 好 比 是 弯 月 。,generated:,"天 边 树 若 荠 ， 江 畔 洲 如 月 。
"
469,modern2poem: 画 技 最 精 妙 传 神 只 数 江 都 王 。,generated:,"神 妙 独 数 江 都 王 。
"
470,modern2poem: 你 如 同 谢 公 最 受 偏 爱 的 女 儿 ， 嫁 给 我 这 个 贫 士 事 事 不 顺 利 。,generated:,"谢 公 最 小 偏 怜 女 ， 自 嫁 黔 娄 百 事 乖 。
"
471,modern2poem: 只 要 看 看 历 来 那 些 负 盛 名 的 人 ，,generated:,"但 看 古 来 盛 名 下 ，
"
472,modern2poem: 因 而 忧 愁 容 颜 衰 老 。,generated:,"坐 愁 红 颜 老 。
"
473,modern2poem: 连 父 母 也 不 能 孝 顺 服 侍 ， 更 不 能 顾 念 那 儿 女 妻 子 。,generated:,"父 母 且 不 顾 ， 何 言 子 与 妻 ！
"
474,modern2poem: 孤 云 陪 伴 着 野 鹤 ， 怎 么 能 在 人 间 居 住 。,generated:,"孤 云 将 野 鹤 ， 岂 向 人 间 住 。
"
475,modern2poem: 辽 东 少 妇 年 方 十 五 ， 她 弹 熟 了 琵 琶 能 歌 善 舞 。,generated:,"辽 东 小 妇 年 十 五 ， 惯 弹 琵 琶 解 歌 舞 。
"
476,modern2poem: 功 成 不 居 愿 辞 归 ，,generated:,"功 遂 辞 归 ，
"
477,modern2poem: 东 望 家 乡 路 程 又 远 又 长 ， 热 泪 湿 双 袖 还 不 断 流 淌 。,generated:,"故 园 东 望 路 漫 漫 ， 双 袖 龙 钟 泪 不 干 。
"
478,modern2poem: 刚 刚 反 复 吟 诵 你 送 我 的 佳 句 ，,generated:,"向 来 吟 秀 句 ，
"
479,modern2poem: 若 肯 邀 请 隔 壁 的 老 翁 一 同 对 饮 ，,generated:,"肯 与 邻 翁 相 对 饮 ，
"
480,modern2poem: 宽 解 衣 带 对 着 松 风 乘 凉 ， 山 月 高 照 正 好 弄 弦 弹 琴 。,generated:,"松 风 吹 解 带 ， 山 月 照 弹 琴 。
"
481,modern2poem: 狭 窄 的 山 径 草 木 丛 生 ， 夜 露 沾 湿 了 我 的 衣 。,generated:,"道 狭 草 木 长 ， 夕 露 沾 我 衣 。
"
482,modern2poem: 听 晚 蝉 声 声 愁 绪 更 添 。,generated:,"闻 蝉 但 益 悲 。
"
483,modern2poem: 只 觉 得 酒 筵 上 要 笑 笑 不 出 声 。,generated:,"唯 觉 樽 前 笑 不 成 。
"
484,modern2poem: 新 年 来 临 思 乡 之 心 更 切 ，,generated:,"乡 心 新 岁 切 ，
"
485,modern2poem: 又 饥 又 渴 真 劳 累 。,generated:,"载 渴 载 饥 。
"
486,modern2poem: 长 安 城 内 一 片 月 光 ，,generated:,"长 安 一 片 月 ，
"
487,modern2poem: 道 路 泥 泞 难 行 走 ，,generated:,"行 道 迟 迟 ，
"
488,modern2poem: 春 草 环 绕 道 院 闲 门 。,generated:,"春 草 闭 闲 门 。
"
489,modern2poem: 白 雪 也 嫌 春 色 来 得 太 晚 了 ，,generated:,"白 雪 却 嫌 春 色 晚 ，
"
490,modern2poem: 韩 干 只 画 外 表 画 不 出 内 在 精 神 ，,generated:,"干 惟 画 肉 不 画 骨 ，
"
491,modern2poem: 悲 对 秋 景 感 慨 万 里 漂 泊 常 年 为 客 ， 一 生 当 中 疾 病 缠 身 今 日 独 上 高 台 。,generated:,"万 里 悲 秋 常 作 客 ， 百 年 多 病 独 登 台 。
"
492,modern2poem: 跋 涉 在 道 路 崎 岖 又 遥 远 的 三 巴 路 上 ， 客 居 在 万 里 之 外 的 危 险 地 方 。,generated:,"迢 递 三 巴 路 ， 羁 危 万 里 身 。
"
493,modern2poem: 上 战 场 面 对 着 刀 山 剑 树 ，,generated:,"弃 身 锋 刃 端 ，
"
494,modern2poem: 山 中 砍 柴 人 差 不 多 走 尽 ，,generated:,"樵 人 归 欲 尽 ，
"
495,modern2poem: 宫 女 搀 扶 起 她 如 出 水 芙 蓉 软 弱 娉 婷 ， 由 此 开 始 得 到 皇 帝 的 恩 宠 。,generated:,"侍 儿 扶 起 娇 无 力 ， 始 是 新 承 恩 泽 时 。
"
496,modern2poem: 拉 开 弓 如 满 月 左 右 射 击 ，,generated:,"控 弦 破 左 的 ，
"
497,modern2poem: 其 中 有 几 位 都 是 后 妃 的 亲 戚 ， 里 面 有 虢 国 和 秦 国 二 位 夫 人 。,generated:,"就 中 云 幕 椒 房 亲 ， 赐 名 大 国 虢 与 秦 。
"
498,modern2poem: 一 箭 箭 中 靶 心 不 差 毫 厘 。,generated:,"右 发 摧 月 支 。
"
499,modern2poem: 贾 谊 才 能 ， 确 实 高 明 无 人 能 及 。,generated:,"贾 生 才 调 更 无 伦 。
"
500,modern2poem: 傍 晚 辕 门 前 大 雪 落 个 不 停 ， 红 旗 冻 僵 了 风 也 无 法 牵 引 。,generated:,"纷 纷 暮 雪 下 辕 门 ， 风 掣 红 旗 冻 不 翻 。
"
501,modern2poem: 鸡 声 嘹 亮 ， 茅 草 店 沐 浴 着 晓 月 的 余 辉 ； 足 迹 依 稀 ， 木 板 桥 覆 盖 着 早 春 的 寒 霜 。,generated:,"鸡 声 茅 店 月 ， 人 迹 板 桥 霜 。
"
502,modern2poem: 于 是 道 士 尽 力 去 寻 找 贵 妃 的 魂 魄 。,generated:,"遂 教 方 士 殷 勤 觅 。
"
503,modern2poem: 明 月 照 向 城 头 乌 鸦 纷 飞 ，,generated:,"月 照 城 头 乌 半 飞 ，
"
504,modern2poem: 望 着 你 的 小 船 驶 向 茫 茫 云 水 ，,generated:,"望 君 烟 水 阔 ，
"
505,modern2poem: 穿 上 衣 服 推 开 枕 头 出 了 睡 帐 ， 珠 帘 与 银 饰 的 屏 风 接 连 不 断 地 打 开 。,generated:,"揽 衣 推 枕 起 徘 徊 ， 珠 箔 银 屏 迤 逦 开 。
"
506,modern2poem: 蹬 踏 梯 道 盘 旋 空 中 。,generated:,"磴 道 盘 虚 空 。
"
507,modern2poem: 故 乡 和 亲 人 远 在 千 里 之 外 ，,generated:,"故 国 三 千 里 ，
"
508,modern2poem: 十 步 之 内 ， 稳 杀 一 人 ， 千 里 关 隘 ， 不 可 留 行 。,generated:,"十 步 杀 一 人 ， 千 里 不 留 行 。
"
509,modern2poem: 千 户 万 户 都 在 捣 衣 。,generated:,"万 户 捣 衣 声 。
"
510,modern2poem: 山 峦 重 叠 水 流 曲 折 正 担 心 无 路 可 走 ，,generated:,"山 重 水 复 疑 无 路 ，
"
511,modern2poem: 宽 解 衣 带 对 着 松 风 乘 凉 ，,generated:,"松 风 吹 解 带 ，
"
512,modern2poem: 嵌 玉 的 楼 台 与 镶 金 的 宫 殿 每 日 都 有 新 的 赋 艳 词 的 曲 。,generated:,"玉 楼 金 殿 艳 歌 新 。
"
513,modern2poem: 主 帅 帐 中 摆 酒 为 归 客 饯 行 ， 胡 琴 琵 琶 羌 笛 合 奏 来 助 兴 。,generated:,"中 军 置 酒 饮 归 客 ， 胡 琴 琵 琶 与 羌 笛 。
"
514,modern2poem: 换 来 的 只 是 西 域 葡 萄 送 汉 家 。,generated:,"空 见 蒲 桃 入 汉 家 。
"
515,modern2poem: 我 也 想 要 谢 绝 世 俗 ， 来 与 西 山 鸾 鹤 合 群 。,generated:,"余 亦 谢 时 去 ， 西 山 鸾 鹤 群 。
"
516,modern2poem: 思 乡 的 游 客 人 人 悲 伤 落 泪 。,generated:,"远 客 思 乡 皆 泪 垂 。
"
517,modern2poem: 吹 着 箫 打 起 鼓 春 社 的 日 子 已 经 接 近 ， 村 民 们 衣 冠 简 朴 古 代 风 气 仍 然 保 存 。,generated:,"箫 鼓 追 随 春 社 近 ， 衣 冠 简 朴 古 风 存 。
"
518,modern2poem: 正 要 带 领 轻 骑 兵 去 追 赶 ， 大 雪 纷 飞 落 满 了 身 上 的 弓 刀 。,generated:,"欲 将 轻 骑 逐 ， 大 雪 满 弓 刀 。
"
519,modern2poem: 韩 干 只 画 外 表 画 不 出 内 在 精 神 ， 常 使 骅 骝 好 马 的 生 气 凋 敝 失 丧 。,generated:,"干 惟 画 肉 不 画 骨 ， 忍 使 骅 骝 气 凋 丧 。
"
520,modern2poem: 地 里 野 草 茂 盛 豆 苗 豌 稀 。,generated:,"草 盛 豆 苗 稀 。
"
521,modern2poem: 淡 淡 月 光 泻 在 水 上 泄 在 树 上 ，,generated:,"清 辉 澹 水 木 ，
"
522,modern2poem: 皇 恩 浩 荡 如 果 准 许 留 在 太 学 ， 诸 生 就 能 钻 研 解 说 一 起 切 蹉 。,generated:,"圣 恩 若 许 留 太 学 ， 诸 生 讲 解 得 切 磋 。
"
523,modern2poem: 你 没 看 见 拼 杀 在 沙 场 战 斗 多 惨 苦 ， 现 在 还 在 思 念 有 勇 有 谋 的 李 将 军 。,generated:,"君 不 见 沙 场 征 战 苦 ， 至 今 犹 忆 李 将 军 。
"
