,inputs,preds,golds
468,modern2poem: 远 看 天 边 的 树 林 活 象 是 荠 菜 ， 俯 视 江 畔 的 沙 洲 好 比 是 弯 月 。,"generated:Looking far to the sky, looking to the tree, looking to the forest, looking to the landscape, looking to the sand, looking to the landscape, looking to the landscape, looking to the landscape, looking to the landscape, looking to the landscape, looking to the landscape, looking to the landscape, looking to the landscape, looking to the landscape, looking to the","天 边 树 若 荠 ， 江 畔 洲 如 月 。
"
469,modern2poem: 画 技 最 精 妙 传 神 只 数 江 都 王 。,generated:Painting Techniques Most Magnificent Magnificent Transmission Gods Only Numbers Rivers City Kings.,"神 妙 独 数 江 都 王 。
"
470,modern2poem: 你 如 同 谢 公 最 受 偏 爱 的 女 儿 ， 嫁 给 我 这 个 贫 士 事 事 不 顺 利 。,"generated:When I Choose to Be a Woman, I Choose to Be a Woman, I Choose to Be a Woman, I Choose to Be a Woman, I Choose to Be a Woman, I Choose to Be a Woman, I Choose to Be a Woman, I Choose to Be a Woman, I Choose to Be a Woman, I Choose to Be a Woman, I Choose to Be a","谢 公 最 小 偏 怜 女 ， 自 嫁 黔 娄 百 事 乖 。
"
471,modern2poem: 只 要 看 看 历 来 那 些 负 盛 名 的 人 ，,generated:They are a few people who are a few who are a few who are a few who are a few who are a few who are a few who are a few who are a few who are a few who are a few who are a few who are a few who are a few who are a few who are a few who,"但 看 古 来 盛 名 下 ，
"
472,modern2poem: 因 而 忧 愁 容 颜 衰 老 。,"generated:Because of it, because of it, because of it, because of it, because of it.","坐 愁 红 颜 老 。
"
473,modern2poem: 连 父 母 也 不 能 孝 顺 服 侍 ， 更 不 能 顾 念 那 儿 女 妻 子 。,"generated:Also, the father and mother cannot be able to obey, obey, or heed, or heed, or heed, or heed, or heed, or heed, or heed.","父 母 且 不 顾 ， 何 言 子 与 妻 ！
"
474,modern2poem: 孤 云 陪 伴 着 野 鹤 ， 怎 么 能 在 人 间 居 住 。,"generated:孤云 陪伴 着野 鶴, 怎幺能 在 人 间 居 住 。","孤 云 将 野 鹤 ， 岂 向 人 间 住 。
"
475,modern2poem: 辽 东 少 妇 年 方 十 五 ， 她 弹 熟 了 琵 琶 能 歌 善 舞 。,"generated:遼東 少 婦 年 方 十 五, she 弾 熟 琵 琶 能 歌 善 舞.","辽 东 小 妇 年 十 五 ， 惯 弹 琵 琶 解 歌 舞 。
"
476,modern2poem: 功 成 不 居 愿 辞 归 ，,"generated:功 成 不 居 愿 辞 归,","功 遂 辞 归 ，
"
477,modern2poem: 东 望 家 乡 路 程 又 远 又 长 ， 热 泪 湿 双 袖 还 不 断 流 淌 。,"generated:Eastern View Home Country Road Distance Also Far Also Long, Thermal Rain 湿 Both sleeve Also Not interrupted 流れる.","故 园 东 望 路 漫 漫 ， 双 袖 龙 钟 泪 不 干 。
"
478,modern2poem: 刚 刚 反 复 吟 诵 你 送 我 的 佳 句 ，,"generated:Once Upon a Time, I'm a Wonderful Thought,","向 来 吟 秀 句 ，
"
479,modern2poem: 若 肯 邀 请 隔 壁 的 老 翁 一 同 对 饮 ，,generated:When Ken Invites Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please Please,"肯 与 邻 翁 相 对 饮 ，
"
480,modern2poem: 宽 解 衣 带 对 着 松 风 乘 凉 ， 山 月 高 照 正 好 弄 弦 弹 琴 。,"generated:宽解 衣帯 対 着 松风 乘 凉, 山 月 高照 正好 弄 弦 弾 琴.","松 风 吹 解 带 ， 山 月 照 弹 琴 。
"
481,modern2poem: 狭 窄 的 山 径 草 木 丛 生 ， 夜 露 沾 湿 了 我 的 衣 。,"generated:窄 窄 の山 径 草 木 丛 生, 夜 露 沾 湿 我的 衣。","道 狭 草 木 长 ， 夕 露 沾 我 衣 。
"
482,modern2poem: 听 晚 蝉 声 声 愁 绪 更 添 。,generated:Listen Late 蝉 Voice Voice 愁 绪 更 添.,"闻 蝉 但 益 悲 。
"
483,modern2poem: 只 觉 得 酒 筵 上 要 笑 笑 不 出 声 。,generated:Nothing Feels Alcohol Dinner Should laugh laugh not out loud.,"唯 觉 樽 前 笑 不 成 。
"
484,modern2poem: 新 年 来 临 思 乡 之 心 更 切 ，,"generated:New Year Comes, Comes, Thinks, Towns, Heart, More,","乡 心 新 岁 切 ，
"
485,modern2poem: 又 饥 又 渴 真 劳 累 。,"generated:Also hungry, Also hungry, Really labour, Also tired.","载 渴 载 饥 。
"
486,modern2poem: 长 安 城 内 一 片 月 光 ，,"generated:長安 城内 一片 月光,","长 安 一 片 月 ，
"
487,modern2poem: 道 路 泥 泞 难 行 走 ，,generated:Highway Road Mud Mud Hard Walk,"行 道 迟 迟 ，
"
488,modern2poem: 春 草 环 绕 道 院 闲 门 。,generated:Autumn Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring Spring,"春 草 闭 闲 门 。
"
489,modern2poem: 白 雪 也 嫌 春 色 来 得 太 晚 了 ，,generated:♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫,"白 雪 却 嫌 春 色 晚 ，
"
490,modern2poem: 韩 干 只 画 外 表 画 不 出 内 在 精 神 ，,generated:Korean poetry,"干 惟 画 肉 不 画 骨 ，
"
491,modern2poem: 悲 对 秋 景 感 慨 万 里 漂 泊 常 年 为 客 ， 一 生 当 中 疾 病 缠 身 今 日 独 上 高 台 。,"generated:悲 对 秋 景 感 慨 万里 漂 泊 常 为 客, 一 生 当 中 疾 病 缠 身 今 日 独 上 高台.","万 里 悲 秋 常 作 客 ， 百 年 多 病 独 登 台 。
"
492,modern2poem: 跋 涉 在 道 路 崎 岖 又 遥 远 的 三 巴 路 上 ， 客 居 在 万 里 之 外 的 危 险 地 方 。,"generated:跋涉 在道路 崎 険 又 遥 遠 の三 巴路 上, 客 居 在万里 の の外 の 危 险 地 方.","迢 递 三 巴 路 ， 羁 危 万 里 身 。
"
493,modern2poem: 上 战 场 面 对 着 刀 山 剑 树 ，,generated:Combat Surface Face Face Around Sword Mountain Sword Tree,"弃 身 锋 刃 端 ，
"
494,modern2poem: 山 中 砍 柴 人 差 不 多 走 尽 ，,"generated:山中 砍柴 人 差 不多 走 尽,","樵 人 归 欲 尽 ，
"
495,modern2poem: 宫 女 搀 扶 起 她 如 出 水 芙 蓉 软 弱 娉 婷 ， 由 此 开 始 得 到 皇 帝 的 恩 宠 。,"generated:宮 女 搀 扶 起 如 出 水 芙蓉 软 弱 娉 婷, 由此 开 始 得 到 皇 帝 の 恩 寵 。","侍 儿 扶 起 娇 无 力 ， 始 是 新 承 恩 泽 时 。
"
496,modern2poem: 拉 开 弓 如 满 月 左 右 射 击 ，,"generated:Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch, Punch,","控 弦 破 左 的 ，
"
497,modern2poem: 其 中 有 几 位 都 是 后 妃 的 亲 戚 ， 里 面 有 虢 国 和 秦 国 二 位 夫 人 。,"generated:中 有 幾 都 都 是 後 妃 の 亲 戚, 里 面 有 虢 国 和 秦 国 二 夫 人.","就 中 云 幕 椒 房 亲 ， 赐 名 大 国 虢 与 秦 。
"
498,modern2poem: 一 箭 箭 中 靶 心 不 差 毫 厘 。,generated:A Arrow A Arrow A Target A Heart A No差 A Millimeter.,"右 发 摧 月 支 。
"
499,modern2poem: 贾 谊 才 能 ， 确 实 高 明 无 人 能 及 。,"generated:賈 誼 才 能, 确 实 高 明 无 人 能 及.","贾 生 才 调 更 无 伦 。
"
500,modern2poem: 傍 晚 辕 门 前 大 雪 落 个 不 停 ， 红 旗 冻 僵 了 风 也 无 法 牵 引 。,"generated:傍晚 門前 大雪 落 個 不 停, red flag 冻 僵 了风 也 無法 牽 引.","纷 纷 暮 雪 下 辕 门 ， 风 掣 红 旗 冻 不 翻 。
"
501,modern2poem: 鸡 声 嘹 亮 ， 茅 草 店 沐 浴 着 晓 月 的 余 辉 ； 足 迹 依 稀 ， 木 板 桥 覆 盖 着 早 春 的 寒 霜 。,"generated:Chicken Voice Rising, Oak Grass Shop Bathing Dawn of the Moon Youth; foot Trace Dependency, Wood, Plate Bridge Covering Dawn of the Spring Frozen Snow.","鸡 声 茅 店 月 ， 人 迹 板 桥 霜 。
"
502,modern2poem: 于 是 道 士 尽 力 去 寻 找 贵 妃 的 魂 魄 。,generated:於 是 道士 尽力 去 寻 找 貴妃 の魂 魄,"遂 教 方 士 殷 勤 觅 。
"
503,modern2poem: 明 月 照 向 城 头 乌 鸦 纷 飞 ，,"generated:Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn,","月 照 城 头 乌 半 飞 ，
"
504,modern2poem: 望 着 你 的 小 船 驶 向 茫 茫 云 水 ，,"generated:Looking at your little ship driving to the dim, cloud, water.","望 君 烟 水 阔 ，
"
505,modern2poem: 穿 上 衣 服 推 开 枕 头 出 了 睡 帐 ， 珠 帘 与 银 饰 的 屏 风 接 连 不 断 地 打 开 。,"generated:Clothes Up clothes Up clothes Up sleeping 帐, jewel 帘 and silver 饰 a veil Wind Attach Not interrupted stance.","揽 衣 推 枕 起 徘 徊 ， 珠 箔 银 屏 迤 逦 开 。
"
506,modern2poem: 蹬 踏 梯 道 盘 旋 空 中 。,"generated:Walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking, walking,","磴 道 盘 虚 空 。
"
507,modern2poem: 故 乡 和 亲 人 远 在 千 里 之 外 ，,"generated:Where they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, the","故 国 三 千 里 ，
"
508,modern2poem: 十 步 之 内 ， 稳 杀 一 人 ， 千 里 关 隘 ， 不 可 留 行 。,"generated:十 歩 之 内, 稳 殺 一 人, 千 里 关 隘, 不 可 留 行.","十 步 杀 一 人 ， 千 里 不 留 行 。
"
509,modern2poem: 千 户 万 户 都 在 捣 衣 。,generated:千戸万户都在捣衣。,"万 户 捣 衣 声 。
"
510,modern2poem: 山 峦 重 叠 水 流 曲 折 正 担 心 无 路 可 走 ，,"generated:山峦 重叠 水 流曲 折 正 担 心 無路可走,","山 重 水 复 疑 无 路 ，
"
511,modern2poem: 宽 解 衣 带 对 着 松 风 乘 凉 ，,generated:宽解 衣帯 対 着 松风 乘 凉,"松 风 吹 解 带 ，
"
512,modern2poem: 嵌 玉 的 楼 台 与 镶 金 的 宫 殿 每 日 都 有 新 的 赋 艳 词 的 曲 。,generated:The throne of the palace is a palace of gold.,"玉 楼 金 殿 艳 歌 新 。
"
513,modern2poem: 主 帅 帐 中 摆 酒 为 归 客 饯 行 ， 胡 琴 琵 琶 羌 笛 合 奏 来 助 兴 。,"generated:主 帅 帐 中 摆 酒 為 归 客 饯 行,胡 琴 琵 琶 羌 笛 合 奏 来 助 兴.","中 军 置 酒 饮 归 客 ， 胡 琴 琵 琶 与 羌 笛 。
"
514,modern2poem: 换 来 的 只 是 西 域 葡 萄 送 汉 家 。,generated:换来 是 是 西 域 葡 萄 送 漢 家.,"空 见 蒲 桃 入 汉 家 。
"
515,modern2poem: 我 也 想 要 谢 绝 世 俗 ， 来 与 西 山 鸾 鹤 合 群 。,"generated:I also want to celebrate 絶世俗, come with the West Mountain 鸾 鶴 合群.","余 亦 谢 时 去 ， 西 山 鸾 鹤 群 。
"
516,modern2poem: 思 乡 的 游 客 人 人 悲 伤 落 泪 。,"generated:Thought, Journey, Visitor, Man, Man, Sad, Fall, Lay.","远 客 思 乡 皆 泪 垂 。
"
517,modern2poem: 吹 着 箫 打 起 鼓 春 社 的 日 子 已 经 接 近 ， 村 民 们 衣 冠 简 朴 古 代 风 气 仍 然 保 存 。,"generated:吹 着 箫 打 起 鼓 春 社 の 日 子 已 経 接 近, 村 民 们 衣 冠 簡 朴 古 代 风 气 仍 然 保 存.","箫 鼓 追 随 春 社 近 ， 衣 冠 简 朴 古 风 存 。
"
518,modern2poem: 正 要 带 领 轻 骑 兵 去 追 赶 ， 大 雪 纷 飞 落 满 了 身 上 的 弓 刀 。,generated:Ō ga tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō tō,"欲 将 轻 骑 逐 ， 大 雪 满 弓 刀 。
"
519,modern2poem: 韩 干 只 画 外 表 画 不 出 内 在 精 神 ， 常 使 骅 骝 好 马 的 生 气 凋 敝 失 丧 。,generated:긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴긴��,"干 惟 画 肉 不 画 骨 ， 忍 使 骅 骝 气 凋 丧 。
"
520,modern2poem: 地 里 野 草 茂 盛 豆 苗 豌 稀 。,"generated:Compositions by Felix Ritter, Duke of Bavaria.","草 盛 豆 苗 稀 。
"
521,modern2poem: 淡 淡 月 光 泻 在 水 上 泄 在 树 上 ，,"generated:Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn, Autumn,","清 辉 澹 水 木 ，
"
522,modern2poem: 皇 恩 浩 荡 如 果 准 许 留 在 太 学 ， 诸 生 就 能 钻 研 解 说 一 起 切 蹉 。,"generated:皇恩 浩 荡 如 果 准 許 留 在 太 学, 诸 生 就 能 钻 研 解 說 一 起 切 蹉.","圣 恩 若 许 留 太 学 ， 诸 生 讲 解 得 切 磋 。
"
523,modern2poem: 你 没 看 见 拼 杀 在 沙 场 战 斗 多 惨 苦 ， 现 在 还 在 思 念 有 勇 有 谋 的 李 将 军 。,"generated:Where You Are Not See See Where You Are Killed In Sand Field Battle Battle More Tragic Pain, Now In Still In Thinking There Are Brave There Are Intents Lee General.","君 不 见 沙 场 征 战 苦 ， 至 今 犹 忆 李 将 军 。
"
524,modern2poem: 有 锁 纽 的 金 蟾 香 炉 ， 香 烟 缭 绕 飘 逸 ， 状 似 玉 虎 的 辘 轳 ， 牵 引 绳 索 汲 井 水 。,generated:Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned Crowned,"金 蟾 啮 锁 烧 香 入 ， 玉 虎 牵 丝 汲 井 回 。
"
525,modern2poem: 那 盛 开 着 的 是 什 么 花 ？,generated:Where is it?,"彼 尔 维 何 ？
"
526,modern2poem: 主 人 摆 酒 今 晚 大 家 欢 聚 ，,"generated:主 人 摆 酒 今 晩 大 家 歓 聚,","主 人 有 酒 欢 今 夕 ，
"
527,modern2poem: 独 自 抚 琴 站 在 山 路 等 你 。,generated:Compositions by composer,"孤 琴 候 萝 径 。
"
528,modern2poem: 秋 风 吹 起 ， 淮 南 已 树 木 凋 尽 ， 楚 地 山 头 的 落 叶 想 必 更 多 。,"generated:Autumn Wind Blows Up, Huai South 已 树木 凋 尽, Chu Land Mountain Head s 落ちる Leaf Wish Probably More.","淮 南 木 落 楚 山 多 。
"
529,modern2poem: 中 央 主 峰 把 终 南 东 西 隔 开 ， 各 山 间 山 谷 迥 异 阴 晴 多 变 。,"generated:中央主 峰 把 终 南 東 西 隔开, 各 山 间 山 谷 迥 异 阴 晴 多 変。","分 野 中 峰 变 ， 阴 晴 众 壑 殊 。
"
530,modern2poem: 失 去 的 时 日 实 在 太 多 ！,generated:Lost Time Day True in Too Much!,"去 日 苦 多 。
"
531,modern2poem: 三 分 天 下 是 他 苦 心 筹 划 的 结 果 ， 他 犹 如 展 翅 高 翔 在 云 霄 的 鸾 凤 。,"generated:Third stanza heaven below is his torment, his ambition, his fate, his fate, his fate, his fate, his fate, his fate, his fate, his fate, his fate, his fate, his fate, his fate, his fate, his fate, his fate, his fate, his fate, his fate, his fate, his fate, his fate","三 分 割 据 纡 筹 策 ， 万 古 云 霄 一 羽 毛 。
"
532,modern2poem: 我 们 兄 弟 也 因 此 流 离 失 散 ，,generated:♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫,"兄 弟 离 散 ，
"
533,modern2poem: 君 王 终 日 观 看 却 百 看 不 厌 。,generated:君王 终日 観 看 却 百 観 不厌.,"尽 日 君 王 看 不 足 。
"
534,modern2poem: 千 山 万 岭 好 像 波 涛 奔 赴 荆 门 ， 王 昭 君 生 长 的 乡 村 至 今 留 存 。,"generated:千山万岭 好像 波涛 奔赴 荊門, 王昭君 生 長 の 郷 村 至 今 留 存.","群 山 万 壑 赴 荆 门 ， 生 长 明 妃 尚 有 村 。
"
535,modern2poem: 桃 花 怒 放 千 万 朵 ，,generated:Lotus Flower Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus Lotus,"桃 之 夭 夭 ，
"
536,modern2poem: 昭 阳 殿 里 的 姻 缘 早 已 隔 断 ，,"generated:Zhao Yang Temple 里 の 姻缘 早 已 隔 断,","昭 阳 殿 里 恩 爱 绝 ，
"
537,modern2poem: 不 久 后 风 停 了 天 空 上 的 云 像 墨 一 样 黑 ，,"generated:Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing,","俄 顷 风 定 云 墨 色 ，
"
538,modern2poem: 离 别 后 如 浮 云 飘 流 不 定 ，,generated:離别 後如 浮云 飘流 不定,"浮 云 一 别 后 ，
"
539,modern2poem: 八 月 秋 深 狂 风 大 声 吼 叫 ， 狂 风 卷 走 了 我 屋 顶 上 好 几 层 茅 草 。,"generated:Eight Months, Autumn, Deep, Silent Wind, loud, scream, Silent Wind, rolled, gone, I, rooftop, a few layers, oak, grass.","八 月 秋 高 风 怒 号 ， 卷 我 屋 上 三 重 茅 。
"
540,modern2poem: 就 在 今 夜 的 曲 中 ， 听 到 故 乡 的 《 折 杨 柳 》 ，,generated:♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫,"此 夜 曲 中 闻 折 柳 ，
"
541,modern2poem: 家 家 怀 念 戍 边 之 人 。,generated:家 家 怀 念 戍 边 の 人.,"总 是 玉 关 情 。
"
542,modern2poem: 好 像 地 上 泛 起 了 一 层 霜 。,"generated:Where they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, the","疑 是 地 上 霜 。
"
543,modern2poem: 古 木 参 天 却 没 有 人 行 路 径 ，,generated:Ancient wood 参 heaven none a man walking path a man walking path a man walking path a man walking path a man walking path a man walking path a man walking path a man walking path a man walking path a man walking path a man walking path a man walking path a man walking path a man walking path a man walking path,"古 木 无 人 径 ，
"
544,modern2poem: 它 虽 有 苦 心 也 难 免 蝼 蚁 侵 蚀 ， 树 叶 芳 香 曾 经 招 来 往 宿 鸾 凤 。,"generated:Though it has pain, it is also difficult to avoid, a worm, a worm, a worm, a worm, a worm, a worm, a worm, a worm, a worm, a worm, a worm, a worm, a worm, a worm, a worm, a worm, a worm,","苦 心 岂 免 容 蝼 蚁 ， 香 叶 终 经 宿 鸾 凤 。
"
545,modern2poem: 轻 歌 曼 舞 多 合 拍 管 弦 旋 律 尽 传 神 ， 君 王 终 日 观 看 却 百 看 不 厌 。,generated:Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of the Compositions of,"缓 歌 慢 舞 凝 丝 竹 ， 尽 日 君 王 看 不 足 。
"
546,modern2poem: 眼 下 我 心 情 不 佳 是 思 念 岳 阳 ， 身 体 想 要 奋 飞 疾 病 逼 我 卧 床 。,"generated:Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe, Breathe","今 我 不 乐 思 岳 阳 ， 身 欲 奋 飞 病 在 床 。
"
547,modern2poem: 什 么 地 方 有 人 在 明 月 照 耀 的 楼 上 相 思 ？,"generated:Where are the places where people are in the places where the sun is shining, the moon is shining, the buildings are shining?","何 处 相 思 明 月 楼 ？
"
548,modern2poem: 月 亮 已 经 沦 没 而 迷 惑 不 清 ，,generated:月亮 已经 沦 没 而迷 迷 不清,"阴 精 此 沦 惑 ，
"
549,modern2poem: 一 连 喝 干 十 几 杯 还 没 有 醉 意 ， 令 我 感 动 你 对 老 友 情 深 意 长 。,"generated:Once, a drink, a dry, a few cups, a few cents, a few cents, a few cents, a few cents, a few cents, a few cents, a few cents, a few cents, a few cents, a few cents, a few cents, a few","十 觞 亦 不 醉 ， 感 子 故 意 长 。
"
550,modern2poem: 不 觉 乌 鸦 呱 呱 啼 叫 天 已 渐 亮 。,generated:Nothing Feels Dumb crow 呱呱 啼 叫 天 已 渐 亮.,"不 觉 已 鸣 鸦 。
"
551,modern2poem: 拉 开 弓 如 满 月 左 右 射 击 ， 一 箭 箭 中 靶 心 不 差 毫 厘 。,"generated:Punch, a arrow, a arrow, a arrow, a arrow, a arrow, a arrow, a arrow, a arrow, a arrow, a arrow, a arrow, a arrow, a arrow, a arrow, a arrow, a arrow, a arrow, a arrow, a arrow,","控 弦 破 左 的 ， 右 发 摧 月 支 。
"
552,modern2poem: 世 路 艰 难 ， 我 只 得 归 去 啦 ！,"generated:Where I Go Hard, I Just Go Back Away!","行 路 难 ， 归 去 来 ！
"
553,modern2poem: 来 与 西 山 鸾 鹤 合 群 。,generated:Together with the West Mountains Lions and Frogs.,"西 山 鸾 鹤 群 。
"
554,modern2poem: 只 是 因 为 您 的 缘 故 ， 让 我 沉 痛 吟 诵 至 今 。,"generated:Because of your cause, let me swallow, swallow, swallow, and swallow, to the present.","但 为 君 故 ， 沉 吟 至 今 。
"
555,modern2poem: 与 吐 蕃 接 壤 的 白 雪 戍 是 那 么 的 遥 远 ，,generated:ụụụụụụụụụụụụụụụụụụụụụụụụụụụụụụụụ��,"白 雪 关 山 远 ，
"
556,modern2poem: 明 早 我 将 挂 起 船 帆 离 开 牛 渚 ， 这 里 只 有 满 天 枫 叶 飘 落 纷 纷 。,"generated:Dawn, I will carry a ship, sail, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave","明 朝 挂 帆 席 ， 枫 叶 落 纷 纷 。
"
557,modern2poem: 想 勉 强 跟 着 您 一 同 进 退 ， 无 奈 我 已 衰 老 ， 会 因 病 卧 床 而 解 下 我 这 身 官 袍 。,"generated:When I shall be sick, I will be sick, I will be sick, I will be sick, I will be sick, I will be sick, I will be sick, I will be sick, I will be sick, I will be sick, I will be sick, I will be sick, I will be sick, I will be sick, I will be sick, I will be sick,","强 欲 从 君 无 那 老 ， 将 因 卧 病 解 朝 衣 。
"
558,modern2poem: 深 山 里 何 处 传 来 古 寺 鸣 钟 。,generated:深山里何処 伝来古寺 鸣鐘。,"深 山 何 处 钟 。
"
559,modern2poem: 重 阳 佳 节 咱 们 开 怀 畅 饮 共 醉 。,generated:Romance of the Holy Grail,"共 醉 重 阳 节 。
"
560,modern2poem: 早 就 思 念 你 而 愁 肠 百 结 。,"generated:Early Thought, Remembering You, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why, Why","是 妾 断 肠 时 。
"
561,modern2poem: 御 厨 络 绎 不 绝 送 来 海 味 山 珍 。,generated:御厨 络 繹 不 絶 送 来 海 味 山 珍.,"御 厨 络 绎 送 八 珍 。
"
562,modern2poem: 就 像 天 地 间 的 一 只 孤 零 零 的 沙 鸥 。,"generated:Where they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, the","天 地 一 沙 鸥 。
"
563,modern2poem: 江 东 亲 友 有 几 人 正 望 眼 欲 穿 ， 等 候 着 你 的 孤 舟 从 天 涯 回 还 。,generated:Ōe Hi no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita no Tomoe Ashita,"江 上 几 人 在 ， 天 涯 孤 棹 还 。
"
564,modern2poem: 香 炉 峰 瀑 布 与 它 遥 遥 相 望 ，,"generated:Candles, Tables, Falls, Beads, and they are a distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant, distant,","香 炉 瀑 布 遥 相 望 ，
"
